Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy,,,,,,,,
10000,10,14,14,3,84.47619048,74.10836995,84.47619048,72.30552797,70.32454968,74.42692939,67.68495936,74.16679698,,,,,,,,
10,10,7,7,3,84.38095238,74.42514087,84.38095238,72.46048237,70.36648913,74.69622332,67.86232658,73.37683238,,,,,,,,
100,1,21,21,3,84.23809524,74.47802839,84.23809524,72.29904905,70.20491556,74.5320197,67.67629412,73.21516024,,,,,,,,
10000,1,21,21,3,84.23809524,74.11051279,84.23809524,72.1367931,70.00959866,74.40722496,67.48404351,74.27532167,,,,,,,,
10,1,7,7,3,84.23809524,74.47774333,84.23809524,72.37652562,70.25465834,74.64696223,67.76122448,73.25980653,,,,,,,,
10000,0.01,21,21,3,84.04761905,74.97238439,84.33333333,72.66930929,69.99732305,75.63875205,68.05220677,72.64811587,,,,,,,,
1000,1,21,21,3,83.95238095,74.06028838,83.95238095,71.83663028,69.69292813,74.12151067,67.13380682,74.4234903,,,,,,,,
100,10,14,14,3,83.9047619,73.64370434,83.9047619,71.46173978,69.18501874,73.90804598,66.67889049,75.70286975,,,,,,,,
1000,10,14,14,3,83.9047619,73.70865809,83.9047619,71.4058525,69.06598709,73.93103448,66.60604617,75.57300787,,,,,,,,
1000,10,21,21,3,83.9047619,73.39454467,83.9047619,71.26558526,69.22135915,73.44499179,66.47341338,76.21782838,,,,,,,,
1,0.1,7,7,3,83.76190476,73.48469825,83.76190476,71.6816959,69.36418226,74.18062397,66.93653391,76.28861804,,,,,,,,
100,0.01,7,7,3,83.52380952,74.01528561,83.9047619,72.08860549,70.02866853,74.32183908,67.42348164,74.55704408,,,,,,,,
100,0.1,7,7,3,83.52380952,73.80122157,83.85714286,71.99365589,69.88275758,74.27914614,67.31001403,75.20923865,,,,,,,,
100,10,21,21,3,83.47619048,73.75773139,83.85714286,71.53074531,69.28573146,73.94745484,66.76243894,75.42222511,,,,,,,,
1000,0.1,7,7,3,83.38095238,73.76664233,83.71428571,71.96857956,69.84198995,74.272578,67.27646182,75.31285744,,,,,,,,
1,1.00E-05,7,7,3,83.14285714,73.38048078,83.57142857,71.53941695,69.38978483,73.83908046,66.78225098,76.4195705,,,,,,,,
1,0.0001,7,7,3,83.14285714,73.38048078,83.57142857,71.53941695,69.38978483,73.83908046,66.78225098,76.4195705,,,,,,,,
100,0.001,7,7,3,83.0952381,73.55027848,83.47619048,71.47300966,69.20707148,73.9408867,66.68847587,76.04191258,,,,,,,,
1000,0.01,7,7,3,83.04761905,73.69702088,83.42857143,71.53392013,69.19811396,74.07224959,66.75576882,75.69918493,,,,,,,,
100,1.00E-05,7,7,3,83.04761905,73.33761939,83.42857143,71.3702179,69.12826903,73.80623974,66.56943059,76.609563,,,,,,,,
100,0.0001,7,7,3,83.04761905,73.33761939,83.42857143,71.3702179,69.12826903,73.80623974,66.56943059,76.609563,,,,,,,,
1,0.01,7,7,3,82.85714286,73.41309851,83.28571429,71.34855628,68.91920234,73.98357964,66.53510487,76.65412091,,,,,,,,
100,1,7,7,3,82.76190476,72.45715011,82.76190476,70.36211693,68.1497289,72.72906404,65.40294811,78.97746778,,,,,,,,
0.1,0.001,21,21,3,82.76190476,74.45250573,83.04761905,71.81605956,68.51633403,75.51395731,67.00315601,74.6874952,,,,,,,,
1,0.001,7,7,3,82.66666667,73.05472525,83.0952381,71.04318442,68.5923825,73.70114943,66.17692498,77.68010364,,,,,,,,
1,1,7,7,3,82.61904762,73.18632869,83.0952381,71.0497174,68.55112608,73.77339901,66.17741539,77.34044084,,,,,,,,
100,10,7,7,3,82.61904762,72.84287793,83,70.60663229,68.40395426,72.98850575,65.67989466,77.95776319,,,,,,,,
0.1,1.00E-05,21,21,3,82.61904762,74.20356681,82.9047619,71.63828785,68.32813326,75.35632184,66.79250608,75.39891291,,,,,,,,
0.1,0.0001,21,21,3,82.61904762,74.20356681,82.9047619,71.63828785,68.32813326,75.35632184,66.79250608,75.39891291,,,,,,,,
0.1,0.1,21,21,3,82.52380952,73.51288254,82.61904762,71.35277257,68.5898038,74.37110016,66.51381566,76.62932526,,,,,,,,
1000,1.00E-05,7,7,3,82.42857143,73.46248066,83.19047619,71.25001856,68.77359954,73.98029557,66.40176428,76.51857295,,,,,,,,
1000,0.0001,7,7,3,82.42857143,73.46248066,83.19047619,71.25001856,68.77359954,73.98029557,66.40176428,76.51857295,,,,,,,,
1000,0.001,7,7,3,82.42857143,73.50142194,83.19047619,71.26437629,68.79857325,73.98357964,66.41911632,76.40105719,,,,,,,,
10000,0.1,7,7,3,82.38095238,72.43740817,82.76190476,70.55854383,68.2167914,73.09688013,65.61360707,79.23125969,,,,,,,,
1000,1,7,7,3,82.28571429,72.20320463,82.61904762,70.40709817,68.28188176,72.70279146,65.45642877,79.70123321,,,,,,,,
10000,1,7,7,3,82.0952381,72.01429587,82.42857143,70.1612047,67.97239466,72.5320197,65.15871293,80.28529412,,,,,,,,
1,10,7,7,3,82.04761905,72.54970748,82.47619048,70.08794877,67.41611208,73.02791461,65.03928325,79.35152969,,,,,,,,
0.1,0.01,21,21,3,81.47619048,72.53584225,81.80952381,69.68921808,66.564433,73.21182266,64.51614465,79.89923509,,,,,,,,
1000,10,7,7,3,81.38095238,71.92575809,82.0952381,69.6166464,67.27956232,72.1773399,64.50372082,80.70383616,,,,,,,,
10000,1.00E-05,7,7,3,81.33333333,72.1502017,81.76190476,70.03028824,67.27785589,73.11330049,64.95145792,80.66022961,,,,,,,,
10000,0.0001,7,7,3,81.33333333,72.1502017,81.76190476,70.03028824,67.27785589,73.11330049,64.95145792,80.66022961,,,,,,,,
10000,10,7,7,3,81.19047619,71.79535974,81.9047619,69.32169496,66.89088905,71.98029557,64.15086994,81.1406862,,,,,,,,
10000,0.01,7,7,3,81.04761905,72.3876975,81.85714286,69.91961487,66.89243065,73.35632184,64.79264578,80.30477526,,,,,,,,
10000,0.001,7,7,3,80.71428571,71.88100393,81.14285714,69.52516071,66.56850406,72.97208539,64.3150277,81.62633006,,,,,,,,
0.1,1,14,14,3,77.76190476,70.62364993,79.28571429,67.32452751,64.73368193,70.16091954,61.808167,84.59151329,,,,,,,,
0.1,1,21,21,3,77.57142857,69.69144618,78.38095238,66.63264447,63.1886849,70.59770115,60.85155819,88.36018739,,,,,,,,
0.1,0.1,14,14,3,77.42857143,70.65252814,78.52380952,67.06970352,64.80825315,69.50082102,61.54507665,84.1725576,,,,,,,,
0.1,0.01,7,7,3,77.23809524,67.75387657,78.71428571,65.39278375,63.18469084,67.77668309,59.58175072,92.28139446,,,,,,,,
0.1,0.1,7,7,3,76.95238095,67.87978542,78.66666667,65.61767135,63.63857633,67.74055829,59.87307774,91.75594005,,,,,,,,
0.1,0.01,14,14,3,76.9047619,69.27065884,78.14285714,66.14612066,64.05590385,68.39408867,60.48409396,87.95846643,,,,,,,,
0.1,0.0001,14,14,3,76.66666667,68.89459568,78.28571429,66.20466299,64.00346271,68.58128079,60.54062653,89.16031218,,,,,,,,
0.1,0.001,14,14,3,76.66666667,68.88688232,78.23809524,66.12474501,63.98344817,68.43678161,60.45457655,89.1244659,,,,,,,,
0.1,1.00E-05,14,14,3,76.52380952,68.81342629,78.14285714,66.08905893,63.82843833,68.5320197,60.39975458,89.43606154,,,,,,,,
0.1,0.001,7,7,3,76.33333333,67.20263117,78.0952381,64.90024719,63.11442994,66.80131363,59.06216197,93.46386423,,,,,,,,
0.1,10,21,21,3,76.14285714,69.69798035,77.95238095,65.54762428,62.25065757,69.34646962,59.62693817,88.19047365,,,,,,,,
0.1,1.00E-05,7,7,3,75.9047619,66.94455769,77.61904762,64.43555396,62.61637219,66.37110016,58.51474212,94.21299194,,,,,,,,
0.1,0.0001,7,7,3,75.9047619,66.94455769,77.61904762,64.43555396,62.61637219,66.37110016,58.51474212,94.21299194,,,,,,,,
0.1,10,14,14,3,74.61904762,67.40830327,76.23809524,63.53514956,60.6484554,66.75205255,57.31950203,94.01870236,,,,,,,,
0.1,10,7,7,3,74.47619048,66.15024763,76.57142857,63.14603941,61.02287996,65.48111658,56.94158347,96.7882822,,,,,,,,
0.1,1,7,7,3,74.33333333,66.69045081,76.71428571,63.45755796,61.15019077,65.98029557,57.30528502,95.40633773,,,,,,,,
